IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
14075,3,7560,01-01-2024 01:32:35,,34045,1059004132,1271777488
9263,3,8532,31-12-2023 16:00:53,,68347,1236964944,1781538765
14163,3,3817,01-01-2024 09:41:34,,4706,50828136,72531089
14165,3,4707,01-01-2024 09:53:00,,4020,51268333,63014033
14172,3,7392,01-01-2024 10:02:22,,3458,15662504,23306565
6837,3,6335,31-12-2023 13:29:05,01-01-2024 10:56:10,77225,3909566579,4061940503
14178,3,3995,01-01-2024 10:25:12,,2088,22365100,25663523
14136,3,6736,01-01-2024 07:32:24,,12456,72167672,100689921
14174,3,5903,01-01-2024 10:12:46,,2834,94014012,94373318
14088,3,7098,01-01-2024 02:51:23,,29317,290504768,377766258
3721,3,7037,31-12-2023 13:57:47,,75733,694290032,712242575
13953,3,4433,31-12-2023 13:21:57,,77883,21598495299,48244180129
14130,3,6680,01-01-2024 07:10:52,,13748,204123951,246744555
14085,3,9718,01-01-2024 02:41:00,,29940,1315731957,1785207983
14110,3,9108,01-01-2024 05:16:52,,20588,262650205,374566098
14081,3,9634,01-01-2024 02:20:25,,31175,378309867,553232709
14076,3,7595,01-01-2024 01:39:28,01-01-2024 10:50:16,33048,372009807,519905102
14150,3,4343,01-01-2024 08:48:33,,7887,420974831,500315586
14155,3,7007,01-01-2024 09:18:38,,6082,422466527,571158971
14152,3,7505,01-01-2024 08:53:13,,7607,509860699,614592835
14137,3,8465,01-01-2024 07:36:43,,12197,149396194,191319990
14151,3,6453,01-01-2024 08:45:46,,8054,40608175,59591125
14182,3,4992,01-01-2024 10:48:05,,715,46691661,54536744
14179,3,7938,01-01-2024 10:23:40,,2180,55500302,79840741
14114,3,6213,01-01-2024 05:44:14,,18946,275027607,396090589
14157,3,4880,01-01-2024 09:21:34,,5906,331098365,471779717
13968,3,9919,31-12-2023 13:21:10,,77930,3241028891,4449599113
14111,3,9040,01-01-2024 05:14:49,,20711,401425455,582753270
14175,3,8739,01-01-2024 10:14:00,,2760,727517330,1421553759
14176,3,7513,01-01-2024 10:14:35,,2725,644740002,1522057094
14185,3,5241,01-01-2024 10:55:14,,286,33774459,42401377
8520,3,6579,31-12-2023 20:44:28,,51332,324448405,337510613
14158,3,8143,01-01-2024 09:21:34,,5906,301427826,448301077
14138,3,7410,01-01-2024 07:36:47,,12193,182600274,184666089
14106,3,9365,01-01-2024 04:33:01,,23219,50210085,70733727
14062,3,8861,01-01-2024 00:30:57,,37743,348578538,506894642
14090,3,8417,01-01-2024 03:22:15,,27465,1916906415,2252681407
13980,3,4817,31-12-2023 14:34:10,,73550,6304733842,8923749123
14156,3,6439,01-01-2024 09:19:08,,6052,209254206,231319927
14145,3,7719,01-01-2024 08:30:40,,8960,302608127,383554898
14166,3,4769,01-01-2024 09:59:12,,3648,12513201,17060871
14131,3,6162,01-01-2024 07:15:32,,13468,344828240,434526101
14123,3,8902,01-01-2024 06:24:14,,16546,721032491,878905812
14142,3,4072,01-01-2024 08:07:38,,10342,495869743,601189891
14127,3,8770,01-01-2024 07:04:52,,14108,117082913,125391439
14115,3,6851,01-01-2024 05:43:23,,18997,114694635,145363748
8534,3,9225,31-12-2023 17:37:35,,62545,11554006459,32585828848
14108,3,8953,01-01-2024 05:00:11,,21589,454902172,480994026
14091,3,9023,01-01-2024 03:32:26,,26854,1748425079,2544164175
14159,3,4731,01-01-2024 09:25:50,,5650,57430426,68073913
6864,3,6470,31-12-2023 23:29:04,,41456,1507082955,1545342012
14128,3,6430,01-01-2024 07:08:16,,13904,841411036,898952702
14086,3,6448,01-01-2024 02:40:19,,29981,219272192,275024029
14092,3,9311,01-01-2024 03:35:26,,26674,1141382167,1559808409
14181,3,4573,01-01-2024 10:35:41,,1459,40824424,61178912
14077,3,6126,01-01-2024 01:44:40,,33320,2418171766,2465653648
14119,3,9403,01-01-2024 06:19:57,,16803,66841694,73245448
14144,3,4968,01-01-2024 08:20:33,01-01-2024 10:58:57,9504,216512775,318406643
14186,3,6737,01-01-2024 10:57:17,,163,12134683,25548885
14097,3,8555,01-01-2024 04:06:29,,24811,123741559,125617896
14102,3,6245,01-01-2024 04:29:46,,23414,131544488,186493693
14132,3,7987,01-01-2024 07:16:08,,13432,123053488,184233509
