IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
14228,3,5026,01-01-2024 15:03:55,,50165,462155699,490271195
14327,3,5548,02-01-2024 02:06:00,,10440,68271942,97428516
14307,3,7687,02-01-2024 00:07:34,,17546,387356261,510041493
14331,3,8998,02-01-2024 03:13:01,,6419,91057371,103974079
14295,3,7141,01-01-2024 22:30:35,,23365,699513748,888320767
14245,3,4293,01-01-2024 17:00:50,,43150,332598199,405196303
14266,3,6736,01-01-2024 20:17:47,,31333,770256296,788544007
14320,3,8517,02-01-2024 01:11:44,,13696,364160201,498700293
14278,3,5928,01-01-2024 21:40:51,,26349,296240747,420493687
14254,3,9419,01-01-2024 18:14:51,,38709,803761736,1030256305
14290,3,7098,01-01-2024 22:24:12,,23748,224857814,255035625
14216,3,7037,01-01-2024 13:26:08,,56032,581959831,610505977
14308,3,4433,02-01-2024 00:03:34,,17786,5509705049,11821588936
14298,3,9718,01-01-2024 22:55:50,,21850,1058464944,1110444512
14347,3,8862,02-01-2024 04:52:17,,463,25336469,26855017
14309,3,9108,02-01-2024 00:06:32,,17608,228965799,334321900
14332,3,7505,02-01-2024 03:12:51,,6429,358848034,361004334
14328,3,8465,02-01-2024 02:02:32,,10648,432223611,457349647
14261,3,4992,01-01-2024 19:07:03,,35577,865644837,937600491
14310,3,6213,02-01-2024 00:05:25,,17675,62949942,85985467
14206,3,8160,01-01-2024 12:34:42,,59118,3305134676,4335621709
14273,3,7493,01-01-2024 21:04:29,,28531,103430161,113175730
14311,3,8739,02-01-2024 00:04:26,,17734,3317446460,7678828570
14334,3,5241,02-01-2024 03:34:13,,5147,670034183,719123601
14333,3,6646,02-01-2024 03:20:26,,5974,217262170,308664620
14345,3,8143,02-01-2024 04:49:42,,618,40821113,44238796
14326,3,7013,02-01-2024 01:54:14,,11146,384215414,477617885
14337,3,5856,02-01-2024 04:09:39,,3021,226238034,232753676
