IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
15442,3,5925,06-01-2024 13:55:43,,11057,257405563,357238201
15424,3,9080,06-01-2024 12:17:28,,16952,187060545,227490524
15469,3,6906,06-01-2024 16:52:45,,435,773290,1025941
15462,3,4707,06-01-2024 15:54:45,,3915,104192289,110821631
15373,3,7141,06-01-2024 06:38:53,,37267,773294711,907790744
15431,3,6389,06-01-2024 12:49:27,,15033,5173477070,13779381356
15445,3,9588,06-01-2024 14:01:21,,10719,190782569,252586689
15383,3,7219,06-01-2024 07:10:32,,35368,423820315,546553676
15364,3,4338,06-01-2024 06:01:34,06-01-2024 16:58:31,39417,255074064,322409067
15459,3,6736,06-01-2024 15:45:23,,4477,115493679,119269554
15457,3,5928,06-01-2024 15:22:43,,5837,138427003,191304784
15365,3,9419,06-01-2024 06:04:30,,39330,340027831,422002588
15294,3,4433,05-01-2024 22:58:50,,64870,15096639317,42738237817
15390,3,5285,06-01-2024 07:58:19,,32501,1007344710,1084262033
15332,3,7451,06-01-2024 03:08:06,,49914,394191888,420950248
15420,3,9718,06-01-2024 11:59:54,,18006,774105053,1159747562
15310,3,7595,06-01-2024 00:40:47,,58753,982978045,1043484189
15388,3,9840,06-01-2024 07:40:56,,33544,832468832,857578849
15403,3,6617,06-01-2024 09:58:21,,25299,447168087,591119103
15434,3,4564,06-01-2024 12:52:52,,14828,293737819,387315745
15460,3,4880,06-01-2024 15:48:16,,4304,185873609,187185179
15401,3,8160,06-01-2024 09:36:30,,26610,213813661,248484334
15366,3,9919,06-01-2024 06:05:06,,39294,1965581516,2773625112
15421,3,5424,06-01-2024 11:55:06,,18294,93328358,101000309
15463,3,6892,06-01-2024 15:53:14,,4006,277826940,338307930
15415,3,5241,06-01-2024 11:22:41,,20239,1655963287,2063379940
15443,3,6646,06-01-2024 13:57:11,,10969,920925567,986305936
15334,3,8143,06-01-2024 03:13:16,,49604,2112428788,2502469142
15338,3,7795,06-01-2024 03:27:29,,48751,491894848,534928376
15466,3,8861,06-01-2024 16:18:23,,2497,69203741,97216612
15440,3,6970,06-01-2024 13:46:03,,11637,378596051,451846073
15286,3,8818,05-01-2024 22:12:17,,67663,818340929,952042589
15413,3,7719,06-01-2024 11:10:27,,20973,946891541,1261068761
15327,3,8902,06-01-2024 02:37:31,,51749,1705613387,1769130333
15416,3,4072,06-01-2024 11:21:14,,20326,2161962648,2417423141
15458,3,6269,06-01-2024 15:25:45,,5655,2054609230,4354268420
15353,3,7221,06-01-2024 05:02:08,,43072,831528068,838747163
15468,3,4008,06-01-2024 16:32:13,,1667,217454325,225625715
15441,3,8624,06-01-2024 13:40:39,,11961,1000552322,1461586551
15412,3,6091,06-01-2024 10:54:48,,21912,179065664,232527225
15447,3,6759,06-01-2024 14:10:46,,10154,1854568366,5470999432
15331,3,8953,06-01-2024 02:53:42,,50778,5295554472,5838859292
15452,3,3927,06-01-2024 14:50:12,,7788,51720667,70249315
15446,3,4603,06-01-2024 14:05:03,,10497,39352463,52336901
15438,3,5972,06-01-2024 13:18:57,,13263,478887580,632917672
15407,3,6470,06-01-2024 10:18:20,,24100,657101095,663606123
15385,3,9733,06-01-2024 07:36:13,,33827,346998405,432227182
15396,3,9311,06-01-2024 08:51:18,,29322,1768619375,2400742689
15391,3,4573,06-01-2024 07:58:28,,32492,635939126,766130582
15464,3,9723,06-01-2024 16:09:28,,3032,17439123,23012229
15470,3,6454,06-01-2024 16:52:17,,463,22424851,25102386
15425,3,7587,06-01-2024 12:13:39,,17181,27405419,32928055
15356,3,9403,06-01-2024 05:12:34,,42446,778177779,1011577346
15453,3,6883,06-01-2024 14:59:38,,7222,163164005,172768321
15444,3,8555,06-01-2024 13:51:25,,11315,97966080,135437004
15426,3,7987,06-01-2024 12:11:00,,17340,44765526,47186301
15433,3,6962,06-01-2024 12:46:08,,15232,277980157,367960103
15274,3,8029,05-01-2024 21:29:19,,70241,1110757469,1115193930
15341,3,6832,06-01-2024 03:42:42,,47838,1594637738,1728005615
15454,3,6869,06-01-2024 14:55:25,,7475,45416850,50020263
15324,3,8220,06-01-2024 02:16:04,,53036,10765007084,25983953777
15448,3,3970,06-01-2024 14:18:38,,9682,20828248,27020951
